web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,price_raw,mileage_raw,transmission_raw,first_release_raw,drive_raw,fuel_raw,ps_raw,equipment_raw,fuel_consumption_raw,condition_raw,new_price_raw,garantie_raw,Accident,cylinder_raw,color_inside_raw,color_outside_raw,emty_weight_raw,motor_vehicle_inspection_raw,description_raw,short_description_raw,car_data_raw,seller_raw
"1733064658-79","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-sport-14-tfsi-ambition-12012028","AUDI A1 Sportback Sport 1.4 TFSI Ambition","CHF 12'800.–","141'876 km","Halbautomatisches Getriebe","12.2012","Vorderradantrieb","Benzin","185 PS (136 kW)","AusstattungenOptionale AusstattungAdvance PaketPark Distance Control hintenTempomatAlu-Räder 18J 5-Arm-Rotor DesignS SportsitzeXenon Plus-Lichtanlage inkl. LEDSerienmässige Ausstattung3-Sitz-Rückbank3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7,5Jx17 5-Arm-DesignAluminium-ApplikationenArrow down iconMehr anzeigen","5.9 l/100 km","","","Nein","29.10.2024","","","","","Ja","","","12.2012","Garage Oroshi GmbH"
"1733064660-80","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11884623","AUDI A1 Sportback 30 TFSI Attraction","CHF 18'500.–","92'000 km","Halbautomatisches Getriebe","02.2021","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontAssist: BerganfahrassistentAssist: SpurverlassenswarnungAudi connect NotrufArrow down iconMehr anzeigen","6 l/100 km","","","Ja","15.10.2024","","","","","Ja","","","02.2021","Privatanbieter"
"1733064664-81","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-15-35-tfsi-city-carver-s-tronic-12025344","AUDI A1 Sportback 1.5 35 TFSI City Carver S-Tronic","CHF 29'990.–","57'900 km","Halbautomatisches Getriebe","02.2020","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAdaptiver GeschwindigkeitsassistentAlu-Optik für InnenraumAudi Phone BoxAudi smartphone interfaceAudi virtual cockpitDachkuppel KontrastfarbeFernlichtassistentInterieurelemente in KunstlederKlimaautomatKomfortschlüsselArrow down iconMehr anzeigen","6.5 l/100 km","","","Ja","Nein","","","","","Ja","Arenaz Centre Occasions Premium à Crissier 

Idéalement situé à Crissier, le centre d'occasions premium Arenaz vous propose une large sélection de véhicules d'occasions.

Nous parlons ...","Véhicule CH - Pack S-Line - Virtual Cockpit - Caméra de recul - Garantie 2 ans - Leasing possible","02.2020","Arenaz Automobiles Crissier SA"
"1733064667-82","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12026709","AUDI A1 Sportback 35 TFSI S Line","CHF 15'900.–","160'000 km","Automat","08.2019","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAlu-Räder Audi Sport im 5-Doppelarm-Assist: Einparkhilfe hintenAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitAussenspiegel rechts und links elektrisch verstell-, beheiz- und anklappbar,Dachhimmel schwarzGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Infotainment PaketAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignVorbereitung NavigationssystemInnenspiegel automatisch abblendbarArrow down iconMehr anzeigen","7.1 l/100 km","","","Ja","Nein","","","","","Ja","","Véhicule CH ! Garantie Autocorner 1 an ou 17'500 km ! (4)","08.2019","Autocorner Occasions Romanel"
"1733064669-83","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12030008","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 42'490.–","25 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: SONOS Premium SoundsystemArrow down iconMehr anzeigen","-","","","Ja","Nein","","","","","Ja","[0VB] Papiers français
[0E0E] noir mythe-noir mythe
[7HB] Decór: Elements intérieur cuir artificiel
[4ZP] Paquet optique noir plus
[3GD] Paquet coffre à bagages
[1XX] Volant multifonctions ...","","Neues Fahrzeug","Arenaz Automobiles et Services SA - Agence Audi"
"1733064672-84","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-advanced-12011904","AUDI A1 Sportback 25 TFSI advanced","CHF 23'900.–","24'200 km","Automatikgetriebe","08.2022","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzInnenspiegel automatisch abblendbarLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemArrow down iconMehr anzeigen","6.1 l/100 km","","","Ja","Nein","","","","","Ja","[IT4] Audi connect Navigation & Infotainment (3 Jahre)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[A41] Audi Swiss Service Package+
[0E0E] mythosschwarz-mythosschwarz
[EA5] Anschlussgarantie ...","Swiss Service Package / LED-Scheinwerfer / Navigation / Virtual Cockpit / uvm.","08.2022","AMAG Bülach"
"1733064675-85","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015956","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 41'390.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","CH-Ausführung/ Gratisservice/ Bei Flottenbestätigung 6-10% Zusatzrabatt!","Neues Fahrzeug","AMAG Baden"
"1733064677-86","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015958","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 41'690.–","3'000 km","Automatikgetriebe","09.2024","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","CH-Ausführung / Gratisservice","09.2024","AMAG Baden"
"1733064679-87","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017025","AUDI A1 Sportback 30 TFSI Attraction","CHF 29'900.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","5.5 l/100 km","","","Ja","Nein","","","","","Ja","","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","Neues Fahrzeug","AMAG Frauenfeld"
"1733064681-88","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017026","AUDI A1 Sportback 30 TFSI Attraction","CHF 29'900.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","5.5 l/100 km","","","Ja","Nein","","","","","Ja","","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","Neues Fahrzeug","AMAG Frauenfeld"
"1733064684-89","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12020549","AUDI A1 Sportback 35 TFSI S Line","CHF 43'900.–","50 km","Automatikgetriebe","06.2024","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMedia: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","6 l/100 km","","","Ja","11.03.2024","","","","","Ja","","Tageszulassung","06.2024","AMAG Schaffhausen"
"1733064686-90","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12016827","AUDI A1 Sportback 30 TFSI Attraction","CHF 36'200.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraDachhimmel in Stoff schwarzKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusMedia: SONOS Premium SoundsystemMittelarmlehne vornePaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneRäder: Aluminium-Gussräder Audi Sport - 18 Zoll - im 7-Speichen-Rotor-Design in AnthrazitschwarzArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","","Neues Fahrzeug","AMAG Etoy"
"1733064689-91","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sport-14-tfsi-ambition-s-tronic-11623388","AUDI A1 Sport 1.4 TFSI Ambition S-tronic","CHF 7'900.–","158'000 km","Halbautomatisches Getriebe","02.2011","Vorderradantrieb","Benzin","185 PS (136 kW)","AusstattungenOptionale AusstattungAdvance PaketAblagenpaketAussenspiegel rechts und linksBordcomputerLED InnenlichtpaketLicht- und RegensensorMittelarmlehne vorneMultifunktionsanzeigePark Distance Control hintenTempomatArmauflagen Türen in KunstlederAussenspiegel rechts und links elektr.Licht- und RegensensorMedia: Bluetooth-SchnittstelleMetallic-LackierungMittelarmlehne vorneMultifunktions-Sportlenkrad in LederNavigationspaketPark Distance Control hintenArrow down iconMehr anzeigen","5.9 l/100 km","","","Nein","10.05.2022","","","","","Nein","","8-fach bereift | frisch ab Service","02.2011","Privatanbieter"
"1733064691-92","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-sport-14-tfsi-ambition-neue-steuerkette-11759966","AUDI A1 Sportback Sport 1.4 TFSI Ambition neue Steuerkette","CHF 10'500.–","158'000 km","Halbautomatisches Getriebe","05.2012","Vorderradantrieb","Benzin","185 PS (136 kW)","AusstattungenSerienmässige Ausstattung3-Sitz-Rückbank3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7,5Jx17 5-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: BerganfahrassistentArrow down iconMehr anzeigen","5.9 l/100 km","","","Nein","11.02.2022","","","","","Nein","","","05.2012","Privatanbieter"
"1733064693-93","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11965303","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 19'950.–","53'400 km","Automat","11.2020","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: Audi Phone BoxMedia: Audi connect Navigation & Infotainment plus - 3 JahrePaket: GepäckraumpaketPaket: LichtpaketRäder: Aluminium-Gussräder - 17 Zoll - im 5-V-Speichen-Design, kontrastgrau, teilpoliertSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenArrow down iconMehr anzeigen","6 l/100 km","","","Nein","27.11.2020","","","","","Nein","Erste Hand Fahrzeug / mit AMAG Garantie / Top Zustand / Aluräder 17"" 5-V-Speichen Design kontrastgrau & poliert / Interieur S-Line / Komfortklima-Automatik 2-Zonen / Infotainement Paket im Wert von CHF ...","Top gepflegt  / Erste Hand / Mythos Schwarz Metallic / Garantie 100'000km / 5 Jahre / Schönes Fahrzeug mit vielen Optionen","11.2020","Privatanbieter"
"1733064696-94","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-sport-14-tfsi-ambition-11304654","AUDI A1 Sportback Sport 1.4 TFSI Ambition","CHF 16'900.–","85'000 km","Halbautomatisches Getriebe","06.2014","Vorderradantrieb","Benzin","185 PS (136 kW)","AusstattungenSerienmässige Ausstattung3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: BerganfahrassistentAssist: Bremsassistent (BAS)Aussenspiegel in WagenfarbeArrow down iconMehr anzeigen","5.9 l/100 km","","","Nein","15.02.2023","","","","","Ja","","Wegen Umstellung auf Rennvelo in liebevolle Hände wegzugeben. Einige kleine Gebrauchsspuren.","06.2014","Privatanbieter"
"1733064698-95","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11756689","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 21'000.–","44'800 km","Halbautomatisches Getriebe","07.2020","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: Spurverlassenswarnung und SpurwechselwarnungAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarKlima: 2-Zonen-KomfortklimaautomatikLackierung: Metallic-LackierungLenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtArrow down iconMehr anzeigen","6.9 l/100 km","","","Nein","Nein","","","","","Ja","","","07.2020","Privatanbieter"
"1733064700-96","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-16-tdi-ambition-s-line-9085846","AUDI A1 Sportback 1.6 TDI Ambition S Line","CHF 10'500.–","224'000 km","Schaltgetriebe manuell","08.2012","Vorderradantrieb","Diesel","105 PS (77 kW)","AusstattungenSerienmässige Ausstattung3-Speichen-Sportlederlenkrad5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Arrow down iconMehr anzeigen","3.8 l/100 km","","","Nein","03.07.2023","","","","","Ja","AUDI A1 Sportback S Line 1.6 TDI
En parfait état. Jamais eu aucun problème avec le véhicule, mais trop petit pour une famille qui s'agrandit.
Extrêmement économique en entretien et en consommation ...","AUDI A1 Sportback 1.6 TDI Ambition S Line","08.2012","Privatanbieter"
"1733064703-97","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-16-tdi-ambition-9192336","AUDI A1 1.6 TDI Ambition","CHF 7'500.–","92'500 km","Schaltgetriebe manuell","10.2010","Vorderradantrieb","Diesel","105 PS (77 kW)","AusstattungenOptionale AusstattungAdvance PaketAblagenpaketAussenspiegel rechts und linksBordcomputerLED InnenlichtpaketMittelarmlehne vorneMultifunktionsanzeigePark Distance Control hintenTempomatSerienmässige Ausstattung3-Speichen-Sportlederlenkrad5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen","3.9 l/100 km","","","Nein","01.05.2018","","","","","Nein","","Top Zustand, MFK bis 12.21, regelmäßiger Service, leichte Gebrauchsspuren, 8fachbereifung,","10.2010","Privatanbieter"
"1733064705-98","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11978569","AUDI A1 Sportback 30 TFSI Attraction","CHF 23'900.–","18'500 km","Automat","08.2022","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraMittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontArrow down iconMehr anzeigen","-","","","Ja","Nein","","","","","Nein","","","08.2022","Privatanbieter"
"1733064707-99","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-11990064","AUDI A1 Sportback 25 TFSI","CHF 18'500.–","51'000 km","Halbautomatisches Getriebe","01.2021","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontAssist: BerganfahrassistentAssist: SpurverlassenswarnungAudi connect NotrufAussenspiegel elektrisch einstell- und beheizbarArrow down iconMehr anzeigen","6.1 l/100 km","","","Nein","Nein","","","","","Nein","","","01.2021","Privatanbieter"
"1733064709-100","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-s-tronic-10946550","AUDI A1 Sportback 30 TFSI S Line Attraction S-tronic","CHF 29'000.–","5'769 km","Halbautomatisches Getriebe","03.2023","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectAudi virtual cockpitArrow down iconMehr anzeigen","5.9 l/100 km","","","Ja","Nein","","","","","Ja","Cette Audi A1 Sportback 2023 est présentée dans un état impeccable, n'ayant jamais été impliquée dans un accident. De plus, son faible kilométrage en fait une véritable occasion unique, se rapprochant de ...","Faible kilométrage, état impeccable, jamais accidentée. Exceptionnelle ! REPRISE DE LEASING POSSIBLE !","03.2023","Privatanbieter"
